Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,participant_id,posture
2.55,2.46,3.63,3.31,3.11,4.69,0.88,4.16,2.45,6.4,4.69,6.18,6.18,03,leaning-forward
2.6,2.49,3.61,3.13,3.19,4.72,0.91,4.21,2.46,6.45,4.72,6.18,6.18,03,leaning-forward
2.55,2.47,3.64,3.24,3.15,4.64,0.88,4.19,2.46,6.4,4.66,6.14,6.14,03,leaning-forward
2.59,2.46,3.63,3.24,3.15,4.66,0.88,4.19,2.47,6.45,4.69,6.18,6.18,03,leaning-forward
2.55,2.45,3.64,3.21,3.17,4.75,0.91,4.21,2.47,6.45,4.66,6.14,6.18,03,leaning-forward
2.55,2.45,3.63,3.26,3.11,4.69,0.91,4.19,2.44,6.4,4.69,6.18,6.18,03,leaning-forward
2.51,2.44,3.66,3.24,3.15,4.64,0.91,4.19,2.46,6.4,4.64,6.18,6.18,03,leaning-forward
2.58,2.47,3.63,3.17,3.11,4.69,0.89,4.19,2.46,6.4,4.69,6.18,6.14,03,leaning-forward
2.5,2.46,3.67,3.2,3.15,4.69,0.89,4.19,2.46,6.5,4.69,6.14,6.14,03,leaning-forward
2.56,2.47,3.66,3.2,3.15,4.72,0.93,4.19,2.47,6.4,4.69,6.18,6.14,03,leaning-forward
2.6,2.49,3.64,3.24,3.17,4.69,0.89,4.19,2.47,6.45,4.66,6.14,6.18,03,leaning-forward
2.51,2.46,3.64,3.26,3.21,4.72,0.9,4.21,2.5,6.4,4.14,5.93,6.18,03,leaning-forward
2.61,2.47,3.64,3.24,3.15,4.69,0.89,4.19,2.46,6.4,4.72,6.18,6.14,03,leaning-forward
2.56,2.46,3.64,3.24,3.19,4.66,0.91,4.16,2.45,6.45,4.72,6.14,6.18,03,leaning-forward
2.53,2.42,3.59,3.26,3.2,4.64,0.9,4.16,2.45,6.4,4.66,6.14,6.14,03,leaning-forward
2.55,2.45,3.64,3.21,3.15,4.69,0.88,4.19,2.46,6.4,4.72,6.18,6.18,03,leaning-forward
2.55,2.44,3.63,3.2,3.17,4.66,0.88,4.19,2.45,6.4,4.69,6.18,6.18,03,leaning-forward
2.59,2.46,3.64,3.26,3.17,4.69,0.88,4.21,2.45,6.4,4.72,6.18,6.18,03,leaning-forward
2.55,2.45,3.66,3.24,3.19,4.66,0.88,4.21,2.46,6.36,4.69,6.18,6.14,03,leaning-forward
2.56,2.49,3.63,3.26,3.17,4.66,0.89,4.19,2.44,6.36,4.69,6.14,6.14,03,leaning-forward
2.56,2.47,3.63,3.31,3.14,4.66,0.9,4.16,2.47,6.28,4.69,6.14,6.14,03,leaning-forward
2.51,2.46,3.64,3.21,3.15,4.64,0.9,4.19,2.46,6.36,4.66,6.1,6.18,03,leaning-forward
2.58,2.5,3.66,3.21,3.19,4.61,0.86,4.24,2.49,6.4,4.69,6.14,6.14,03,leaning-forward
2.58,2.47,3.64,3.28,3.19,4.69,0.88,4.19,2.47,6.45,4.69,6.14,6.14,03,leaning-forward
2.58,2.49,3.66,3.24,3.19,4.66,0.89,4.19,2.47,6.4,4.66,6.18,6.18,03,leaning-forward
2.58,2.49,3.64,3.28,3.2,4.72,0.91,4.21,2.46,6.36,4.64,6.14,6.14,03,leaning-forward
2.59,2.49,3.64,3.25,3.15,4.69,0.88,4.16,2.49,6.36,4.69,6.14,6.14,03,leaning-forward
2.58,2.49,3.66,3.26,3.13,4.66,0.88,4.16,2.46,6.36,4.69,6.14,6.18,03,leaning-forward
2.61,2.5,3.66,3.24,3.17,4.69,0.9,4.19,2.46,6.36,4.69,6.18,6.18,03,leaning-forward
2.58,2.49,3.64,3.19,3.19,4.69,0.9,4.21,2.46,6.4,4.69,6.18,6.18,03,leaning-forward
2.56,2.5,3.67,3.26,3.15,4.66,0.88,4.21,2.47,6.45,4.69,6.14,6.22,03,leaning-forward
2.58,2.49,3.67,3.24,3.17,4.72,0.93,4.24,2.46,6.4,4.66,6.14,6.18,03,leaning-forward
2.5,2.47,3.64,3.21,3.15,4.66,0.89,4.19,2.46,6.4,4.64,6.1,6.1,03,leaning-forward
2.56,2.49,3.66,3.21,3.19,4.72,0.9,4.21,2.49,6.4,4.66,6.14,6.18,03,leaning-forward
2.58,2.47,3.67,3.24,3.2,4.69,0.89,4.16,2.46,6.45,4.69,6.14,6.18,03,leaning-forward
2.58,2.49,3.66,3.24,3.17,4.72,0.91,4.19,2.49,6.45,4.66,6.18,6.18,03,leaning-forward
2.58,2.5,3.7,3.25,3.21,4.64,0.9,4.19,2.47,6.4,4.69,6.14,6.18,03,leaning-forward
2.6,2.49,3.67,3.21,3.19,4.69,0.9,4.21,2.49,6.4,4.69,6.14,6.18,03,leaning-forward
2.59,2.5,3.67,3.28,3.19,4.69,0.88,4.19,2.47,6.4,4.69,6.22,6.22,03,leaning-forward
2.6,2.5,3.67,3.24,3.17,4.69,0.88,4.24,2.5,6.36,4.64,6.14,6.14,03,leaning-forward
2.56,2.49,3.63,3.2,3.19,4.69,0.88,4.19,2.49,6.45,4.69,6.18,6.18,03,leaning-forward
2.58,2.49,3.61,3.24,3.17,4.69,0.88,4.16,2.46,6.45,4.72,6.18,6.18,03,leaning-forward
2.58,2.49,3.66,3.28,3.2,4.75,0.9,4.24,2.5,6.45,4.69,6.18,6.18,03,leaning-forward
2.5,2.46,3.64,3.24,3.15,4.69,0.88,4.19,2.45,6.31,4.69,6.22,6.05,03,leaning-forward
2.5,2.45,3.63,3.25,3.15,4.72,0.9,4.21,2.44,6.28,4.69,6.18,6.14,03,leaning-forward
2.5,2.47,3.63,3.25,3.15,4.64,0.9,4.21,2.46,6.22,4.72,6.18,6.18,03,leaning-forward
2.51,2.45,3.63,3.24,3.14,4.66,0.88,4.19,2.42,6.4,4.72,6.18,6.14,03,leaning-forward
2.54,2.46,3.64,3.25,3.14,4.69,0.88,4.19,2.45,6.36,4.69,6.14,6.14,03,leaning-forward
2.56,2.49,3.64,3.25,3.19,4.72,0.9,4.21,2.44,6.31,4.72,6.18,6.14,03,leaning-forward
2.54,2.49,3.63,3.17,3.19,4.66,0.88,4.21,2.42,6.31,4.72,6.22,6.14,03,leaning-forward
2.53,2.45,3.63,3.24,3.19,4.66,0.88,4.24,2.42,6.31,4.72,6.18,6.14,03,leaning-forward
2.5,2.46,3.63,3.25,3.19,4.66,0.9,4.21,2.41,6.31,4.72,6.18,6.1,03,leaning-forward
2.53,2.45,3.63,3.25,3.17,4.66,0.9,4.21,2.44,6.31,4.72,6.14,6.14,03,leaning-forward
2.53,2.46,3.61,3.3,3.14,4.69,0.88,4.19,2.42,6.45,4.69,6.1,6.18,03,leaning-forward
2.6,2.47,3.63,3.25,3.17,4.69,0.88,4.19,2.42,6.45,4.66,6.1,6.14,03,leaning-forward
2.6,2.49,3.61,3.28,3.19,4.69,0.88,4.11,2.44,6.4,4.69,6.14,6.14,03,leaning-forward
2.59,2.46,3.64,3.26,3.13,4.66,0.89,4.19,2.45,6.4,4.72,6.14,6.18,03,leaning-forward
2.58,2.47,3.63,3.24,3.2,4.72,0.9,4.19,2.46,6.4,4.69,6.18,6.18,03,leaning-forward
2.51,2.47,3.7,3.38,3.25,4.78,0.91,4.14,2.46,6.36,4.75,6.14,6.14,03,leaning-forward
2.58,2.51,3.64,3.33,3.2,4.64,0.9,4.16,2.46,6.31,4.72,6.14,6.14,03,leaning-forward
2.59,2.49,3.67,3.31,3.25,4.64,0.89,4.16,2.49,6.36,4.72,6.18,6.22,03,leaning-forward
2.63,2.54,3.66,3.28,3.2,4.64,0.86,4.19,2.49,6.36,4.75,6.05,6.05,03,leaning-forward
2.64,2.54,3.66,3.24,3.24,4.69,0.86,4.16,2.5,6.36,4.72,6.1,6.14,03,leaning-forward
2.69,2.54,3.66,3.28,3.24,4.72,0.89,4.16,2.5,6.36,4.69,6.1,6.14,03,leaning-forward
2.65,2.54,3.67,3.26,3.24,4.66,0.86,4.19,2.51,6.31,4.69,6.1,6.1,03,leaning-forward
2.63,2.5,3.67,3.28,3.21,4.69,0.88,4.21,2.51,6.36,4.69,6.1,6.14,03,leaning-forward
2.63,2.53,3.67,3.28,3.25,4.72,0.89,4.19,2.5,6.36,4.72,6.14,6.14,03,leaning-forward
2.66,2.51,3.66,3.21,3.24,4.69,0.9,4.19,2.51,6.36,4.69,6.05,6.18,03,leaning-forward
2.63,2.5,3.67,3.25,3.24,4.72,0.89,4.19,2.51,6.36,4.72,6.14,6.14,03,leaning-forward
2.66,2.53,3.7,3.31,3.21,4.69,0.86,4.19,2.51,6.36,4.72,6.1,6.1,03,leaning-forward
2.71,2.5,3.67,3.28,3.24,4.72,0.88,4.21,2.5,6.4,4.75,6.14,6.18,03,leaning-forward
2.71,2.53,3.7,3.31,3.24,4.72,0.89,4.19,2.54,6.36,4.78,6.14,6.22,03,leaning-forward
2.63,2.51,3.67,3.26,3.25,4.69,0.86,4.16,2.53,6.36,4.69,6.05,6.14,03,leaning-forward
2.6,2.53,3.64,3.3,3.24,4.72,0.89,4.19,2.53,6.36,4.72,6.14,6.14,03,leaning-forward
2.66,2.51,3.7,3.3,3.24,4.72,0.88,4.21,2.53,6.4,4.75,6.1,6.18,03,leaning-forward
2.61,2.49,3.66,3.26,3.19,4.66,0.88,4.16,2.54,6.36,4.72,6.1,6.18,03,leaning-forward
2.55,2.5,3.7,3.3,3.21,4.72,0.89,4.21,2.51,6.31,4.69,6.1,6.14,03,leaning-forward
2.63,2.51,3.74,3.24,3.19,4.69,0.86,4.21,2.54,6.36,4.72,6.14,6.18,03,leaning-forward
2.61,2.51,3.67,3.35,3.24,4.69,0.86,4.21,2.51,6.36,4.66,6.05,6.14,03,leaning-forward
2.63,2.5,3.7,3.36,3.24,4.69,0.86,4.21,2.53,6.36,4.72,6.14,6.14,03,leaning-forward
2.61,2.53,3.7,3.33,3.24,4.72,0.9,4.24,2.5,6.36,4.69,6.1,6.14,03,leaning-forward
2.61,2.5,3.67,3.28,3.25,4.72,0.89,4.21,2.51,6.36,4.69,6.14,6.14,03,leaning-forward
2.6,2.5,3.7,3.36,3.15,4.75,0.89,4.19,2.53,6.36,4.69,6.14,6.1,03,leaning-forward
2.63,2.5,3.67,3.31,3.24,4.72,0.89,4.21,2.54,6.54,4.75,6.18,6.18,03,leaning-forward
2.67,2.51,3.67,3.31,3.24,4.72,0.9,4.21,2.54,6.45,4.78,6.18,6.22,03,leaning-forward
2.69,2.53,3.7,3.28,3.21,4.66,0.86,4.24,2.55,6.31,4.69,6.05,6.18,03,leaning-forward
2.61,2.5,3.67,3.25,3.21,4.75,0.9,4.21,2.53,6.4,4.72,6.14,6.1,03,leaning-forward
2.64,2.5,3.67,3.28,3.24,4.72,0.9,4.21,2.55,6.36,4.66,6.05,6.18,03,leaning-forward
2.63,2.5,3.7,3.31,3.17,4.72,0.89,4.21,2.53,6.4,4.72,6.14,6.18,03,leaning-forward
2.64,2.49,3.72,3.25,3.24,4.69,0.89,4.16,2.5,6.4,4.72,6.14,6.18,03,leaning-forward
2.65,2.5,3.67,3.26,3.21,4.75,0.89,4.21,2.53,6.4,4.72,6.18,6.22,03,leaning-forward
2.7,2.5,3.67,3.31,3.24,4.72,0.89,4.21,2.53,6.36,4.72,6.14,6.18,03,leaning-forward
2.65,2.51,3.67,3.3,3.25,4.75,0.89,4.21,2.54,6.4,4.72,6.14,6.18,03,leaning-forward
2.63,2.5,3.67,3.19,3.24,4.69,0.86,4.21,2.54,6.31,4.66,6.1,6.18,03,leaning-forward
2.64,2.51,3.67,3.28,3.24,4.75,0.89,4.19,2.54,6.36,4.72,6.14,6.14,03,leaning-forward
2.6,2.53,3.67,3.26,3.21,4.69,0.89,4.19,2.54,6.4,4.69,6.1,6.18,03,leaning-forward
2.69,2.51,3.7,3.28,3.21,4.66,0.89,4.16,2.51,6.36,4.69,6.14,6.18,03,leaning-forward
2.65,2.5,3.64,3.25,3.17,4.75,0.89,4.21,2.53,6.4,4.72,6.18,6.18,03,leaning-forward
2.66,2.53,3.7,3.3,3.24,4.75,0.9,4.21,2.56,6.45,4.75,6.14,6.18,03,leaning-forward
2.66,2.51,3.72,3.26,3.2,4.72,0.9,4.19,2.55,6.4,4.75,6.18,6.14,03,leaning-forward
2.7,2.54,3.72,3.28,3.21,4.69,0.88,4.14,2.53,6.45,4.72,6.14,6.14,03,leaning-forward
2.7,2.56,3.67,3.25,3.26,4.66,0.86,4.24,2.55,6.4,4.69,6.14,6.1,03,leaning-forward
2.7,2.53,3.7,3.3,3.24,4.75,0.9,4.24,2.54,6.45,4.72,6.18,6.18,03,leaning-forward
2.67,2.53,3.7,3.25,3.25,4.75,0.89,4.21,2.56,6.4,4.72,6.14,6.18,03,leaning-forward
2.67,2.5,3.64,3.24,3.25,4.72,0.9,4.24,2.58,6.4,4.75,6.14,6.22,03,leaning-forward
2.66,2.51,3.67,3.36,3.24,4.75,0.9,4.26,2.6,6.4,4.72,6.18,6.18,03,leaning-forward
2.69,2.51,3.7,3.3,3.24,4.72,0.91,4.21,2.58,6.4,4.72,6.14,6.18,03,leaning-forward
2.63,2.5,3.66,3.26,3.21,4.69,0.88,4.16,2.56,6.36,4.69,6.14,6.18,03,leaning-forward
2.6,2.5,3.63,3.2,3.2,4.72,0.9,4.21,2.55,6.4,4.72,6.14,6.14,03,leaning-forward
2.63,2.5,3.67,3.28,3.25,4.78,0.89,4.21,2.58,6.45,4.75,6.18,6.22,03,leaning-forward
2.65,2.51,3.67,3.3,3.21,4.72,0.9,4.24,2.56,6.45,4.75,6.14,6.22,03,leaning-forward
2.61,2.5,3.67,3.3,3.21,4.78,0.88,4.21,2.55,6.5,4.75,6.22,6.22,03,leaning-forward
2.69,2.53,3.72,3.33,3.2,4.75,0.9,4.24,2.58,6.4,4.72,6.22,6.14,03,leaning-forward
2.63,2.47,3.66,3.3,3.24,4.75,0.9,4.19,2.58,6.45,4.75,6.18,6.18,03,leaning-forward
2.63,2.46,3.66,3.31,3.24,4.72,0.9,4.21,2.58,6.4,4.72,6.14,6.18,03,leaning-forward
2.69,2.51,3.67,3.31,3.24,4.72,0.91,4.24,2.58,6.5,4.75,6.22,6.14,03,leaning-forward
2.66,2.5,3.67,3.26,3.21,4.72,0.9,4.21,2.56,6.4,4.72,6.14,6.14,03,leaning-forward
2.69,2.51,3.67,3.28,3.24,4.75,0.9,4.21,2.56,6.36,4.72,6.14,6.22,03,leaning-forward
2.66,2.51,3.7,3.26,3.24,4.78,0.88,4.19,2.55,6.36,4.72,6.14,6.14,03,leaning-forward
2.66,2.5,3.67,3.35,3.26,4.72,0.9,4.21,2.58,6.45,4.69,6.18,6.22,03,leaning-forward
2.67,2.53,3.7,3.33,3.24,4.78,0.89,4.19,2.55,6.4,4.75,6.14,6.18,03,leaning-forward
2.71,2.54,3.74,3.3,3.26,4.72,0.9,4.21,2.58,6.45,4.72,6.18,6.18,03,leaning-forward
2.67,2.53,3.7,3.26,3.26,4.69,0.88,4.21,2.56,6.4,4.72,6.18,6.18,03,leaning-forward
2.7,2.51,3.72,3.24,3.28,4.75,0.9,4.24,2.54,6.36,4.72,6.18,6.18,03,leaning-forward
2.65,2.53,3.7,3.3,3.25,4.78,0.88,4.19,2.56,6.4,4.75,6.18,6.18,03,leaning-forward
2.72,2.54,3.72,3.28,3.24,4.75,0.9,4.21,2.55,6.45,4.72,6.18,6.18,03,leaning-forward
2.67,2.51,3.7,3.31,3.26,4.72,0.9,4.21,2.56,6.45,4.72,6.18,6.18,03,leaning-forward
2.67,2.51,3.7,3.25,3.28,4.78,0.89,4.21,2.55,6.45,4.72,6.18,6.18,03,leaning-forward
2.65,2.51,3.72,3.31,3.26,4.72,0.91,4.24,2.56,6.45,4.66,6.14,6.14,03,leaning-forward
2.66,2.54,3.66,3.33,3.26,4.72,0.91,4.24,2.54,6.4,4.69,6.18,6.14,03,leaning-forward
2.63,2.5,3.74,3.3,3.28,4.75,0.91,4.24,2.55,6.45,4.72,6.18,6.18,03,leaning-forward
2.69,2.53,3.72,3.28,3.25,4.75,0.91,4.19,2.54,6.4,4.75,6.18,6.18,03,leaning-forward
2.7,2.5,3.7,3.33,3.25,4.75,0.91,4.21,2.54,6.4,4.75,6.22,6.1,03,leaning-forward
2.66,2.53,3.74,3.31,3.21,4.72,0.9,4.21,2.54,6.4,4.72,6.18,6.18,03,leaning-forward
2.63,2.51,3.7,3.21,3.28,4.69,0.91,4.21,2.54,6.36,4.69,6.14,6.22,03,leaning-forward
2.66,2.53,3.72,3.35,3.26,4.72,0.9,4.26,2.56,6.5,4.72,6.14,6.18,03,leaning-forward
2.64,2.5,3.72,3.31,3.26,4.75,0.91,4.21,2.55,6.45,4.69,6.14,6.14,03,leaning-forward
2.67,2.53,3.74,3.28,3.3,4.78,0.9,4.19,2.54,6.45,4.72,6.18,6.18,03,leaning-forward
2.67,2.51,3.7,3.21,3.28,4.72,0.91,4.26,2.56,6.45,4.78,6.1,6.14,03,leaning-forward
2.63,2.5,3.7,3.3,3.26,4.72,0.91,4.26,2.56,6.45,4.69,6.1,6.18,03,leaning-forward
2.63,2.5,3.7,3.31,3.28,4.78,0.9,4.24,2.54,6.45,4.75,6.14,6.18,03,leaning-forward
2.64,2.51,3.7,3.33,3.28,4.69,0.91,4.21,2.55,6.5,4.75,6.18,6.22,03,leaning-forward
2.66,2.55,3.7,3.36,3.26,4.78,0.89,4.19,2.56,6.45,4.75,6.22,6.14,03,leaning-forward
2.66,2.51,3.7,3.31,3.26,4.75,0.91,4.26,2.56,6.5,4.69,6.1,6.14,03,leaning-forward
2.66,2.53,3.7,3.25,3.31,4.75,0.91,4.21,2.55,6.4,4.75,6.18,6.18,03,leaning-forward
2.7,2.5,3.74,3.3,3.26,4.75,0.9,4.24,2.58,6.31,4.66,6.14,6.18,03,leaning-forward
2.69,2.55,3.7,3.3,3.24,4.75,0.91,4.16,2.58,6.4,4.72,6.18,6.14,03,leaning-forward
2.7,2.53,3.74,3.33,3.28,4.78,0.9,4.24,2.55,6.5,4.75,6.18,6.18,03,leaning-forward
2.71,2.55,3.76,3.4,3.24,4.78,0.89,4.28,2.55,6.45,4.75,6.18,6.22,03,leaning-forward
2.66,2.54,3.72,3.26,3.3,4.75,0.9,4.26,2.53,6.4,4.78,6.22,6.22,03,leaning-forward
2.69,2.54,3.72,3.38,3.33,4.75,0.91,4.24,2.55,6.45,4.75,6.18,6.22,03,leaning-forward
2.67,2.51,3.7,3.31,3.28,4.78,0.9,4.24,2.55,6.4,4.72,6.18,6.22,03,leaning-forward
2.66,2.5,3.72,3.31,3.33,4.69,0.89,4.26,2.55,6.5,4.78,6.22,6.22,03,leaning-forward
2.71,2.51,3.72,3.33,3.28,4.75,0.91,4.26,2.55,6.45,4.72,6.18,6.14,03,leaning-forward
2.64,2.5,3.7,3.33,3.31,4.75,0.91,4.24,2.58,6.45,4.78,6.18,6.22,03,leaning-forward
2.63,2.53,3.67,3.35,3.28,4.75,0.91,4.26,2.56,6.45,4.8,6.22,6.22,03,leaning-forward
2.67,2.54,3.72,3.35,3.28,4.78,0.89,4.26,2.56,6.4,4.75,6.22,6.22,03,leaning-forward
2.67,2.56,3.72,3.38,3.3,4.75,0.9,4.28,2.55,6.45,4.78,6.28,6.28,03,leaning-forward
2.65,2.53,3.74,3.35,3.31,4.78,0.9,4.26,2.54,6.4,4.78,6.18,6.18,03,leaning-forward
2.63,2.51,3.7,3.35,3.26,4.75,0.91,4.26,2.54,6.5,4.8,6.28,6.22,03,leaning-forward
2.61,2.51,3.72,3.33,3.28,4.75,0.91,4.26,2.54,6.45,4.78,6.22,6.22,03,leaning-forward
2.59,2.5,3.74,3.4,3.28,4.78,0.9,4.26,2.54,6.5,4.78,6.28,6.28,03,leaning-forward
2.63,2.54,3.74,3.31,3.3,4.78,0.9,4.26,2.54,6.45,4.8,6.18,6.18,03,leaning-forward
2.63,2.53,3.7,3.36,3.26,4.78,0.89,4.26,2.55,6.45,4.78,6.22,6.22,03,leaning-forward
2.63,2.51,3.72,3.38,3.31,4.78,0.9,4.26,2.55,6.4,4.75,6.18,6.18,03,leaning-forward
2.64,2.51,3.72,3.41,3.35,4.78,0.9,4.28,2.55,6.4,4.72,6.22,6.22,03,leaning-forward
2.6,2.5,3.72,3.36,3.3,4.75,0.91,4.26,2.55,6.45,4.78,6.22,6.14,03,leaning-forward
2.64,2.53,3.74,3.35,3.3,4.72,0.91,4.26,2.54,6.5,4.78,6.22,6.22,03,leaning-forward
2.64,2.53,3.76,3.38,3.36,4.78,0.9,4.26,2.55,6.45,4.78,6.28,6.22,03,leaning-forward
2.66,2.54,3.74,3.35,3.3,4.72,0.91,4.26,2.54,6.36,4.69,6.18,6.18,03,leaning-forward
2.67,2.55,3.7,3.41,3.26,4.75,0.91,4.26,2.54,6.4,4.72,6.28,6.22,03,leaning-forward
2.66,2.55,3.74,3.38,3.31,4.78,0.89,4.26,2.55,6.36,4.75,6.22,6.18,03,leaning-forward
2.64,2.53,3.74,3.4,3.31,4.75,0.91,4.26,2.54,6.36,4.72,6.28,6.22,03,leaning-forward
2.66,2.53,3.74,3.36,3.3,4.75,0.91,4.24,2.56,6.36,4.75,6.31,6.22,03,leaning-forward
2.7,2.55,3.74,3.36,3.28,4.75,0.9,4.26,2.55,6.36,4.75,6.18,6.14,03,leaning-forward
2.67,2.55,3.72,3.33,3.31,4.78,0.9,4.28,2.53,6.4,4.72,6.18,6.18,03,leaning-forward
2.69,2.54,3.74,3.35,3.3,4.75,0.91,4.26,2.53,6.45,4.78,6.22,6.1,03,leaning-forward
2.59,2.65,3.64,2.6,2.14,2.42,0.38,4.07,0.0,2.79,4.38,4.95,3.54,03,leaning-left
2.46,2.61,3.7,2.59,2.15,2.45,0.39,4.11,0.0,2.81,4.38,4.99,3.63,03,leaning-left
2.5,2.63,3.74,2.58,2.06,2.49,0.38,4.11,0.01,2.78,4.35,5.05,3.59,03,leaning-left
2.26,2.61,3.7,2.5,2.09,2.45,0.39,4.11,0.0,2.7,4.38,5.01,3.41,03,leaning-left
2.59,2.69,3.66,2.6,2.17,2.45,0.39,4.11,0.0,2.66,4.26,5.05,3.61,03,leaning-left
2.5,2.63,3.7,2.63,2.14,2.42,0.38,4.21,0.01,2.72,4.32,4.99,3.58,03,leaning-left
2.53,2.63,3.66,2.61,2.15,2.42,0.4,4.11,0.0,2.76,4.45,4.99,3.58,03,leaning-left
2.59,2.63,3.74,2.6,2.19,2.41,0.4,4.01,0.0,2.67,4.38,5.07,3.61,03,leaning-left
2.55,2.63,3.74,2.64,2.13,2.41,0.39,4.1,0.0,2.7,4.38,5.07,3.59,03,leaning-left
2.5,2.61,3.67,2.59,2.14,2.46,0.39,4.05,0.0,2.72,4.38,5.1,3.64,03,leaning-left
2.53,2.63,3.7,2.49,2.14,2.46,0.39,4.03,0.0,2.71,4.3,4.95,3.55,03,leaning-left
2.47,2.56,3.78,2.59,2.13,2.42,0.38,4.14,0.01,2.76,4.32,4.93,3.55,03,leaning-left
2.5,2.64,3.74,2.54,2.15,2.42,0.38,4.03,0.0,2.71,4.3,4.95,3.45,03,leaning-left
2.55,2.61,3.64,2.63,2.11,2.41,0.4,4.1,0.0,2.67,4.35,4.93,3.55,03,leaning-left
2.5,2.6,3.63,2.58,2.11,2.42,0.39,3.99,0.0,2.67,4.28,4.89,3.55,03,leaning-left
2.5,2.64,3.76,2.54,2.1,2.42,0.38,4.07,0.01,2.69,4.38,5.07,3.55,03,leaning-left
2.53,2.63,3.72,2.64,2.11,2.41,0.39,4.11,0.01,2.69,4.26,4.89,3.55,03,leaning-left
2.41,2.63,3.58,2.55,2.1,2.4,0.38,4.05,0.0,2.7,4.24,4.89,3.51,03,leaning-left
2.41,2.61,3.67,2.6,2.15,2.4,0.38,4.1,0.0,2.69,4.35,4.93,3.58,03,leaning-left
2.55,2.61,3.64,2.47,2.04,2.45,0.38,4.05,0.0,2.79,4.24,4.84,3.51,03,leaning-left
2.49,2.6,3.66,2.55,2.13,2.36,0.38,4.03,0.0,2.78,4.3,5.05,3.59,03,leaning-left
2.5,2.63,3.63,2.61,2.09,2.36,0.38,4.07,0.0,2.74,4.28,4.99,3.61,03,leaning-left
2.42,2.58,3.64,2.56,2.11,2.38,0.39,4.07,0.01,2.78,4.19,4.84,3.51,03,leaning-left
2.5,2.59,3.61,2.58,2.15,2.42,0.38,4.01,0.03,2.72,4.19,4.89,3.55,03,leaning-left
2.55,2.63,3.59,2.59,2.13,2.4,0.38,4.1,0.0,2.7,4.19,4.89,3.45,03,leaning-left
2.47,2.6,3.51,2.45,2.17,2.39,0.38,4.01,0.0,2.61,4.19,4.84,3.55,03,leaning-left
2.53,2.61,3.66,2.46,2.21,2.39,0.39,4.05,0.01,2.69,4.3,4.95,3.63,03,leaning-left
2.5,2.59,3.63,2.56,2.13,2.4,0.36,3.96,0.01,2.7,4.14,4.86,3.54,03,leaning-left
2.5,2.58,3.64,2.54,2.13,2.4,0.39,4.05,0.01,2.75,4.32,4.99,3.61,03,leaning-left
2.55,2.61,3.66,2.66,2.11,2.46,0.38,4.03,0.01,2.74,4.21,4.84,3.58,03,leaning-left
2.49,2.56,3.64,2.54,2.1,2.38,0.38,4.03,0.01,2.67,4.21,4.86,3.55,03,leaning-left
2.5,2.58,3.61,2.55,2.15,2.42,0.38,4.11,0.01,2.76,4.24,4.86,3.55,03,leaning-left
2.36,2.61,3.55,2.56,2.15,2.41,0.4,4.07,0.01,2.78,4.32,4.93,3.58,03,leaning-left
2.46,2.59,3.63,2.56,2.14,2.36,0.38,4.11,0.03,2.74,4.19,4.86,3.55,03,leaning-left
2.5,2.55,3.67,2.6,2.19,2.44,0.39,4.11,0.01,2.76,4.24,4.86,3.58,03,leaning-left
2.41,2.55,3.63,2.55,2.1,2.41,0.39,4.19,0.01,2.78,4.19,4.86,3.55,03,leaning-left
2.5,2.63,3.55,2.54,2.09,2.41,0.39,4.05,0.0,2.72,4.21,4.86,3.64,03,leaning-left
2.56,2.64,3.59,2.54,2.13,2.41,0.4,4.03,0.0,2.78,4.26,4.99,3.61,03,leaning-left
2.5,2.6,3.61,2.55,2.11,2.4,0.38,4.1,0.01,2.7,4.16,4.93,3.5,03,leaning-left
2.46,2.58,3.59,2.55,2.09,2.38,0.38,4.11,0.03,2.63,4.28,4.93,3.55,03,leaning-left
2.49,2.59,3.64,2.6,2.1,2.38,0.38,4.1,0.0,2.61,4.24,4.86,3.51,03,leaning-left
2.45,2.58,3.55,2.61,2.11,2.39,0.39,4.11,0.01,2.56,4.24,4.8,3.5,03,leaning-left
2.5,2.59,3.64,2.47,2.11,2.34,0.36,4.19,0.01,2.63,4.3,4.86,3.5,03,leaning-left
2.45,2.61,3.59,2.33,2.05,2.22,0.38,4.11,0.0,2.45,4.26,4.93,3.54,03,leaning-left
2.53,2.61,3.63,2.33,1.94,2.28,0.36,4.03,0.0,2.61,4.24,4.84,3.46,03,leaning-left
2.46,2.61,3.61,2.36,1.95,2.24,0.36,4.11,0.0,2.59,4.32,4.86,3.46,03,leaning-left
2.53,2.63,3.66,2.39,1.96,2.2,0.38,4.19,0.01,2.63,4.24,4.89,3.42,03,leaning-left
2.49,2.63,3.67,2.45,2.03,2.2,0.38,4.11,0.0,2.6,4.3,5.01,3.46,03,leaning-left
2.36,2.47,3.58,2.35,1.91,2.16,0.36,3.96,0.01,2.54,4.14,4.72,3.3,03,leaning-left
2.38,2.5,3.45,2.28,1.94,2.11,0.36,3.76,0.0,2.49,3.96,4.43,3.13,03,leaning-left
2.41,2.51,3.54,2.33,1.94,2.19,0.36,3.94,0.0,2.55,4.14,4.66,3.33,03,leaning-left
